15 10 10

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	12	12	0	
0	0	0	0	0	0	12	15	12	0	
0	0	0	0	0	12	15	15	0	0	
0	0	7	0	12	15	15	0	0	0	
0	0	0	7	15	15	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	12	14	0	
0	0	0	0	0	0	14	12	12	0	
0	0	0	0	0	12	14	14	0	0	
0	0	7	0	14	12	12	0	0	0	
0	0	0	7	14	14	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	14	12	0	
0	0	0	0	0	0	12	14	12	0	
0	0	0	0	0	12	14	12	0	0	
0	0	7	0	12	14	12	0	0	0	
0	0	0	7	12	14	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	11	11	0	
0	0	0	0	0	0	11	15	11	0	
0	0	0	0	0	11	15	11	0	0	
0	0	7	0	11	15	11	0	0	0	
0	0	0	7	11	11	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	15	15	0	
0	0	0	0	0	0	15	15	15	0	
0	0	0	0	0	15	15	15	0	0	
0	0	7	0	15	15	15	0	0	0	
0	0	0	7	15	15	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	6	6	0	
0	0	0	0	0	0	6	2	6	0	
0	0	0	0	0	6	2	6	0	0	
0	0	7	0	6	2	6	0	0	0	
0	0	0	7	6	6	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	10	10	0	
0	0	0	0	0	0	10	0	10	0	
0	0	0	0	0	10	0	10	0	0	
0	0	7	0	10	0	10	0	0	0	
0	0	0	7	10	10	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	2	2	0	
0	0	0	0	0	0	2	8	2	0	
0	0	0	0	0	2	8	2	0	0	
0	0	7	0	2	8	2	0	0	0	
0	0	0	7	2	2	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	15	15	15	0	
0	0	0	0	0	15	15	0	15	0	
0	0	7	0	15	15	0	15	15	0	
0	0	7	15	15	0	15	15	0	0	
0	0	0	7	15	15	15	0	0	0	
0	0	0	7	7	15	0	0	0	0	
0	0	7	7	0	7	7	0	0	0	
0	7	7	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	12	12	0	
0	0	0	0	0	0	12	14	12	0	
0	0	0	0	0	12	14	12	0	0	
0	0	7	0	12	14	12	0	0	0	
0	0	0	7	12	12	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	15	8	0	
0	0	0	0	0	0	15	8	8	0	
0	0	0	0	0	15	8	8	0	0	
0	0	7	0	15	8	8	0	0	0	
0	0	0	7	8	8	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	13	13	0	
0	0	0	0	0	0	13	15	13	0	
0	0	0	0	0	13	15	13	0	0	
0	0	7	0	13	15	13	0	0	0	
0	0	0	7	13	13	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	14	14	0	
0	0	0	0	0	0	14	15	14	0	
0	0	0	0	0	14	15	14	0	0	
0	0	7	0	14	15	14	0	0	0	
0	0	0	7	14	14	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	4	4	0	
0	0	0	0	0	0	4	12	4	0	
0	0	0	0	0	4	12	4	0	0	
0	0	7	0	4	12	4	0	0	0	
0	0	0	7	4	4	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	8	8	0	
0	0	0	0	0	0	8	15	8	0	
0	0	0	0	0	8	15	8	0	0	
0	0	7	0	8	15	8	0	0	0	
0	0	0	7	8	8	0	0	0	0	
0	0	0	7	7	0	0	0	0	0	
0	0	7	0	0	7	0	0	0	0	
0	7	0	0	0	0	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

