8 8 8

10	10	10	10	10	10	0	0	
10	10	10	10	10	10	0	0	
10	10	10	10	10	10	10	0	
7	0	7	7	0	7	9	0	
7	7	7	7	7	7	9	0	
10	10	10	10	10	10	10	9	
10	10	10	10	10	0	9	0	
0	10	0	0	10	0	9	0	

10	10	10	10	10	10	0	0	
10	10	10	10	10	10	0	0	
10	10	10	10	10	10	10	0	
7	0	7	7	0	7	9	0	
7	7	7	7	7	7	9	0	
10	10	10	10	10	10	10	9	
10	10	10	10	10	0	9	0	
0	10	0	0	0	10	9	0	

0	10	10	10	10	10	10	0	
0	10	10	10	10	10	10	0	
0	10	10	10	10	10	10	0	
9	7	0	7	7	0	7	0	
9	7	7	7	7	7	7	0	
9	10	10	10	10	10	10	0	
9	10	10	10	10	10	10	0	
9	10	0	0	0	10	0	0	

0	10	10	10	10	10	10	0	
0	10	10	10	10	10	10	0	
0	10	10	10	10	10	10	0	
9	7	0	7	7	0	7	0	
9	7	7	7	7	7	7	0	
9	10	10	10	10	10	10	0	
9	10	10	10	10	10	10	0	
9	0	10	0	0	0	10	0	

0	0	10	10	10	10	10	10	
0	0	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	
0	9	7	0	7	7	0	7	
0	9	7	7	7	7	7	7	
9	10	10	10	10	10	10	10	
0	9	0	10	10	10	10	0	
0	9	0	10	0	0	10	0	

0	0	10	10	10	10	10	10	
0	0	10	10	10	10	10	10	
0	10	10	10	10	10	10	10	
0	9	7	0	7	7	0	7	
0	9	7	7	7	7	7	7	
9	10	10	10	10	10	10	10	
0	9	0	10	10	10	10	0	
0	9	10	0	0	0	10	0	

0	10	10	10	10	10	10	0	
0	10	10	10	10	10	10	0	
0	10	10	10	10	10	10	0	
0	7	7	7	7	7	7	9	
0	7	7	7	7	7	7	9	
0	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	9	
0	0	10	0	0	0	10	9	

0	10	10	10	10	10	10	0	
0	10	10	10	10	10	10	0	
0	10	10	10	10	10	10	0	
0	7	7	7	7	7	7	9	
0	7	7	7	7	7	7	9	
0	10	10	10	10	10	10	10	
0	10	10	10	10	10	10	9	
0	10	0	0	0	10	0	9	

