8 10 10

0	0	0	0	0	0	0	0	0	0	
0	15	15	15	15	15	15	0	0	0	
0	15	15	15	15	15	15	0	0	0	
0	15	0	0	0	0	15	0	15	0	
0	15	15	0	0	15	15	0	15	0	
0	15	15	0	0	15	15	0	15	0	
0	8	8	7	7	7	7	7	7	0	
0	8	8	7	7	7	0	0	15	0	
0	0	7	0	0	7	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	15	15	15	15	15	15	0	0	0	
0	15	15	15	15	15	15	0	0	0	
0	15	0	0	0	0	15	0	15	0	
0	15	15	0	0	15	15	0	15	0	
0	15	15	0	0	15	15	0	15	0	
0	8	8	7	7	7	7	7	7	0	
0	8	8	7	7	7	0	0	15	0	
0	0	7	0	0	0	7	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	0	0	0	0	15	0	0	
0	0	15	15	0	0	15	15	0	0	
0	0	15	15	0	0	15	15	0	0	
0	8	8	7	7	7	7	7	0	0	
0	8	8	7	7	7	7	7	15	0	
0	0	0	0	7	0	0	7	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	0	0	0	0	15	0	0	
0	0	15	15	0	0	15	15	0	0	
0	0	15	15	0	0	15	15	0	0	
0	8	8	7	7	7	7	7	0	0	
0	8	8	7	7	7	7	7	15	0	
0	0	7	0	0	7	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	15	15	15	15	15	15	0	
0	0	0	15	15	15	15	15	15	0	
0	15	0	15	0	0	0	0	15	0	
0	15	0	15	15	0	0	15	15	0	
0	15	0	15	15	0	0	15	15	0	
0	7	7	7	7	7	7	8	8	0	
0	15	0	0	7	7	7	8	8	0	
0	0	0	0	7	0	0	7	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	0	15	15	15	15	15	15	0	
0	0	0	15	15	15	15	15	15	0	
0	15	0	15	0	0	0	0	15	0	
0	15	0	15	15	0	0	15	15	0	
0	15	0	15	15	0	0	15	15	0	
0	7	7	7	7	7	7	8	8	0	
0	15	0	0	7	7	7	8	8	0	
0	0	0	7	0	0	0	7	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	8	7	7	7	7	7	7	0	0	
0	8	7	7	7	7	7	7	15	0	
0	0	0	0	7	0	0	7	0	0	
0	0	0	0	0	0	0	0	0	0	

0	0	0	0	0	0	0	0	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	0	15	15	15	15	15	15	0	0	
0	8	7	7	7	7	7	7	0	0	
0	8	7	7	7	7	7	7	15	0	
0	0	7	0	0	7	0	0	0	0	
0	0	0	0	0	0	0	0	0	0	

