4 8 8

10	2	2	2	2	10	2	2	
2	2	10	10	2	2	10	10	
2	2	2	2	2	2	2	2	
2	10	2	2	10	10	2	2	
2	2	2	2	2	2	2	10	
2	2	10	10	2	2	2	2	
2	2	2	2	2	10	10	2	
10	2	2	10	2	2	2	10	

10	10	2	2	2	2	10	10	
2	2	2	10	10	2	2	2	
2	10	2	2	2	2	2	2	
10	2	2	10	10	2	10	10	
2	2	10	2	2	2	2	2	
2	2	2	2	2	2	10	2	
2	10	10	2	2	10	2	10	
2	2	2	2	2	2	2	2	

10	2	2	2	2	10	10	2	
2	2	10	10	2	2	2	2	
2	2	2	2	10	2	2	10	
2	10	2	2	2	2	2	2	
10	2	2	2	10	10	2	2	
2	2	10	2	2	2	2	10	
2	10	2	2	10	2	2	2	
2	2	2	10	2	2	10	2	

10	2	2	2	10	2	10	2	
2	10	2	2	2	2	2	2	
2	2	2	10	2	10	2	2	
10	10	2	2	10	2	10	10	
2	2	2	2	2	2	2	2	
2	10	10	2	10	2	10	2	
2	2	2	2	2	2	2	10	
2	10	10	2	10	10	2	2	

