4 8 8

1	1	1	1	1	1	0	0	
1	1	1	1	1	1	0	0	
1	1	1	1	1	1	0	0	
7	0	7	7	0	7	15	0	
0	4	4	4	4	0	15	0	
1	1	4	4	1	1	1	15	
1	1	1	1	1	0	15	0	
0	1	0	0	1	0	0	0	

0	7	7	7	7	7	7	0	
0	7	7	7	7	7	7	0	
0	7	0	7	7	0	7	0	
0	7	7	7	7	7	7	0	
0	3	3	15	15	3	3	0	
0	3	3	3	3	3	3	0	
0	7	3	3	3	3	7	0	
0	0	3	0	0	3	0	0	

0	0	15	15	15	15	0	0	
0	15	15	15	15	15	15	0	
0	15	0	15	15	0	15	0	
0	15	15	15	15	15	15	0	
0	0	15	0	0	15	0	0	
0	0	0	0	0	0	0	0	
15	0	15	15	15	15	0	15	
0	0	15	0	0	15	0	0	

0	15	15	15	15	15	15	0	
0	15	15	15	15	15	15	0	
15	15	0	0	0	0	15	15	
15	0	15	0	0	15	0	12	
0	0	15	0	0	15	0	12	
7	7	7	7	7	7	7	7	
7	0	5	5	5	5	0	12	
0	0	5	0	0	5	0	0	

