8 8 8

12	12	12	12	12	12	0	0	
12	12	12	12	12	12	0	0	
12	12	12	12	12	12	12	12	
7	0	7	7	0	7	0	15	
7	7	7	7	7	7	0	15	
12	12	12	12	12	12	12	15	
12	12	12	12	12	0	0	15	
0	12	0	0	12	0	0	15	

12	12	12	12	12	12	0	0	
12	12	12	12	12	12	0	0	
12	12	12	12	12	12	12	12	
7	0	7	7	0	7	15	15	
7	7	7	7	7	7	15	0	
12	12	12	12	12	12	12	0	
12	12	12	12	12	0	15	0	
0	12	0	0	0	12	15	0	

0	12	12	12	12	12	12	0	
0	12	12	12	12	12	12	0	
12	12	12	12	12	12	12	12	
15	7	0	7	7	0	7	0	
15	7	7	7	7	7	7	0	
15	12	12	12	12	12	12	0	
15	12	12	12	12	12	12	0	
15	12	0	0	0	12	0	0	

0	12	12	12	12	12	12	0	
0	12	12	12	12	12	12	0	
12	12	12	12	12	12	12	12	
15	7	0	7	7	0	7	0	
15	7	7	7	7	7	7	0	
15	12	12	12	12	12	12	0	
15	12	12	12	12	12	12	0	
15	0	12	0	0	0	12	0	

0	0	12	12	12	12	12	12	
0	0	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	
15	0	7	0	7	7	0	7	
15	0	7	7	7	7	7	7	
15	12	12	12	12	12	12	12	
15	0	0	12	12	12	12	0	
15	0	0	12	0	0	12	0	

0	0	12	12	12	12	12	12	
0	0	12	12	12	12	12	12	
12	12	12	12	12	12	12	12	
15	15	7	0	7	7	0	7	
0	15	7	7	7	7	7	7	
0	12	12	12	12	12	12	12	
0	15	0	12	12	12	12	0	
0	15	12	0	0	0	12	0	

0	12	12	12	12	12	12	0	
0	12	12	12	12	12	12	0	
12	12	12	12	12	12	12	12	
0	7	7	7	7	7	7	15	
0	7	7	7	7	7	7	15	
0	12	12	12	12	12	12	12	
0	12	12	12	12	12	12	15	
0	0	12	0	0	0	12	15	

0	12	12	12	12	12	12	0	
0	12	12	12	12	12	12	0	
12	12	12	12	12	12	12	12	
0	7	7	7	7	7	7	15	
0	7	7	7	7	7	7	15	
0	12	12	12	12	12	12	12	
0	12	12	12	12	12	12	15	
0	12	0	0	0	12	0	15	

